노드아이디,노드유형,노드명칭,회전제한유무,노드영문명,엑스좌표,와이좌표,이전노드아이디,편집일자,비고
2250011800,행정경계,군포시-의왕시경계3,N,Gunpo-si-Uiwangsigyeonggye3,126.96036,37.35649,,,
2250019600,도로교차점,호계교앞 삼거리,Y,Hogyegyoap Samgeo-ri,126.94556,37.37409,,,
2250019500,행정경계,군포- 안양 행정경계,N,Gunpo-Anyang Haengjeonggyeonggye,126.94577,37.37394,,,
2250005500,도로시설물,능내터널1,N,Neungnaeteoneol1,126.91972,37.34008,,,
2250006600,도로시설물,능내터널,N,Neungnaeteoneol,126.91833,37.34372,,,
2250020500,도로교차점,현대자동차 그린 서비스,Y,"Geurin Seobiseu, Hyundai Motor Corp.",126.94161,37.37722,,,
2250020700,행정경계,군포시-안양시경계2,N,Gunpo-si-Anyangsigyeonggye2,126.94127,37.37763,,,
2250020600,행정경계,태흥산업,N,Taeheungsaneop,126.94118,37.37754,,,
2060012500,도로시설물,돌마교,N,Dolmagyo,127.11786,37.35413,,,교량
2240015500,도로교차점,영동 특수강 샷시,Y,"Teuksugang Syatsi, Yeongdong",126.73093,37.32243,,,
2170007100,행정경계,안산-시흥 경계10,N,Ansan-Siheung Gyeonggye10,126.72776,37.31884,,,
2240000100,도로교차점,정왕7교서,Y,Jeongwang7Gyoseo,126.72746,37.31902,,,
2240021400,도로교차점,시흥시립,Y,Siheungsirip,126.73563,37.34738,,,
2240018600,도로교차점,군자4교,Y,Gunja4Gyo,126.72589,37.33743,,,
2240019700,도로교차점,군자5교1,N,Gunja5Gyo1,126.72962,37.34122,,,
2240019500,도로교차점,군자5교,Y,Gunja5Gyo,126.73036,37.34077,,,
2240023900,도로교차점,영남 5차 아파트,Y,Yeongnam 5-cha Apt.,126.72556,37.3535,,,
2240022900,도로교차점,SK 파워디젤,N,SK Corp. Pawodijel,126.72254,37.35039,,,
2240021500,도로교차점,옥구3교1,N,Okgu3Gyo1,126.71962,37.3474,,,
2240021100,도로교차점,옥구3교,Y,Okgu3Gyo,126.72042,37.34689,,,
2240020400,도로교차점,옥구4교1,Y,Okgu4Gyo1,126.71594,37.34362,,,
2240020200,도로교차점,옥구4교,Y,Okgu4Gyo,126.71675,37.34311,,,
2240019200,도로교차점,옥구5교1,N,Okgu5Gyo1,126.71242,37.34001,,,
2240018900,도로교차점,옥구5교,Y,Okgu5Gyo,126.71326,37.33949,,,
2240029800,속성변화점,월포초교,N,Wolpochogyo,126.74424,37.3866,,,
2240029900,도로교차점,월곶대교,N,Wolgotdaegyo,126.74357,37.38686,,,
2240032600,도로시설물,방산대교1,N,Bangsandaegyo1,126.74974,37.39777,,,
2240033100,도로시설물,방산대교,N,Bangsandaegyo,126.75024,37.40094,,,
2170057800,행정경계,안산-시흥 경계11,N,Ansan-Siheung Gyeonggye11,126.7582,37.33848,,,
2240018800,도로교차점,정왕1교,Y,Jeongwang1Gyo,126.74851,37.33941,,,
2240033700,도로시설물,하중교1,N,Hajunggyo1,126.79322,37.40439,,,
2050000400,도로교차점,갈마치교,N,Galmachigyo,127.16962,37.42185,,,
2050000600,도로교차점,갈현수산앞,N,Galhyeonsusanap,127.17064,37.42219,,,
2050000700,도로교차점,갈마치교앞2,N,Galmachigyoap2,127.17052,37.42241,,,
2340012800,행정경계,갈마터널앞,N,Galmateoneorap,127.18743,37.41962,,,
2340013000,행정경계,갈마터널,N,Galmateoneol,127.18924,37.42119,,,
2170056000,행정경계,안산-시흥 경계12,N,Ansan-Siheung Gyeonggye12,126.75406,37.336,,,
2170050400,행정경계,안산-시흥 경계13,N,Ansan-Siheung Gyeonggye13,126.74859,37.3295,,,
2240016500,도로시설물,시흥교,N,Siheunggyo,126.7483,37.32967,,,
2240034700,속성변화점,방산3교,N,Bangsan3Gyo,126.76643,37.42614,,,
2240036500,도로교차점,신천고가_경기시흥1,N,Sincheongoga_Gyeonggisiheung1,126.77747,37.44341,,,
2260004500,행정경계,하오고개앞,N,Haogogaeap,127.03823,37.39337,,,
2040005200,도로교차점,이경진우렁쌈밥정식,N,Igyeongjinureongssambapjeongsik,127.09597,37.42589,,,
2040001400,도로시설물,상적1교,N,Sangjeok1Gyo,127.08106,37.43164,,,
2040001500,도로교차점,상적교,N,Sangjeokgyo,127.08177,37.43223,,,
2040000600,도로시설물,상적2교1,N,Sangjeok2Gyo1,127.07736,37.43027,,,
2040000700,도로시설물,상적2교,N,Sangjeok2Gyo,127.0766,37.43035,,,
2040006300,도로시설물,내곡터널,N,Naegokteoneol,127.07687,37.43764,,,
2060038600,도로시설물,이매지하차도,N,Imaejihachado,127.1278,37.38787,,,보완
2340018400,행정경계,남문앞1,N,Nammunap1,127.1811,37.4733,,,
2050003000,도로교차점,산성터널앞,N,Sanseongteoneorap,127.17945,37.47341,,,
2340018600,행정경계,산성터널앞입구,N,Sanseongteoneorapipgu,127.18011,37.47415,,,
2050000200,도로교차점,갈현I.C,N,GalhyeonI.C,127.15965,37.42168,,,
2240021900,도로교차점,경찰서사거리,Y,Gyeongchalseosageori,126.74223,37.34825,,,
2240024000,도로교차점,영남 아파트,N,Yeongnam Apt.,126.73641,37.35558,,,
2240005600,도로교차점,소래대교삼거리,N,Soraedaegyosamgeori,126.7424,37.39615,,,
2240022000,도로교차점,정왕농협사거리,N,Jeongwangnonghyeopsageori,126.74696,37.34848,,,
2170006600,도로교차점,화정교3,Y,Hwajeonggyo3,126.82107,37.31743,,,
2170006500,도로교차점,고잔역삼거리,Y,Gojanyeoksamgeori,126.82159,37.31741,,,화정교
2170007200,도로교차점,공단역사거리,Y,Gongdanyeoksageori,126.80884,37.31991,,,
2170007800,도로교차점,안산역사거리,Y,Ansanyeoksageori,126.78721,37.32915,,,
2170007600,도로교차점,안산역삼거리,Y,Ansanyeoksamgeori,126.7906,37.3273,,,지하차도
2170007300,도로교차점,연수원사거리1,Y,Yeonsuwonsageori1,126.80089,37.32351,,,
2240006700,도로교차점,금이사거리,Y,Geumisageori,126.83449,37.40542,,,
2240004700,도로교차점,목감사거리,N,Mokgamsageori,126.86169,37.38842,,,
2240028500,도로교차점,물왕사거리,N,Murwangsageori,126.82974,37.38308,,,
2160006800,IC및JC,안산JC영동진입,N,AnsanJCYeongdongjinip,126.86408,37.34104,,,
2240004900,도로교차점,월곶입구삼거리,Y,Wolgojipgusamgeori,126.74792,37.38919,,,
2240019800,도로교차점,아주단지삼거리,Y,Ajudanjisamgeori,126.75155,37.34257,,,
2240010600,도로교차점,신천사거리1,Y,Sincheonsageori1,126.78686,37.43982,,,
2240011200,도로교차점,신천육교삼거리,Y,Sincheonyukgyosamgeori,126.78232,37.44152,,,
2170007400,도로교차점,협성연립삼거리,Y,Hyeopseongyeollipsamgeori,126.79497,37.3251,,,
2240013700,도로교차점,대야오거리,Y,Daeyaogeori,126.78855,37.44887,,,
2060003100,도로교차점,매송사거리,Y,Maesongsageori,127.12022,37.39143,,,
2060031600,도로교차점,분당사거리,Y,Bundangsageori,127.11859,37.37996,,,보완
2060033800,도로교차점,서현사거리,Y,Seohyeonsageori,127.12172,37.3822,,,
2060035500,도로교차점,초림지하차도1,Y,Chorimjihachado1,127.114,37.38401,,,보완
2060002700,도로교차점,양현사거리,Y,Yanghyeonsageori,127.12246,37.39009,,,
2040000400,도로교차점,시흥사거리,Y,Siheungsageori,127.10204,37.42229,,,
2060042200,도로교차점,물방아삼거리,Y,Mulbangasamgeori,127.12869,37.39919,,,보완
2060048300,도로교차점,분당웨딩문화원앞,Y,Bundangwedingmunhwawonap,127.12494,37.40906,,,
2050001100,도로교차점,갈현고가교2,N,Galhyeongogagyo2,127.18249,37.4241,,,
2040001600,도로교차점,모란사거리,Y,Moransageori,127.12884,37.43368,,,
2050002800,도로교차점,모란삼거리,Y,Moransamgeori,127.12898,37.43284,,,보완
2100012500,도로교차점,부일초교사거리,N,Builchogyosageori,126.79261,37.49867,,,
2340001501,도로교차점,목방마을앞,N,Mokbangmaeurap,127.3513,37.34422,,,
2100022600,도로교차점,도서관사거리1,N,Doseogwansageori1,126.77493,37.5081,,,보완
2100024800,도로교차점,수돗길사거리,N,Sudotgilsageori,126.77012,37.51334,,,보완
2120006600,도로교차점,오정농협사거리,Y,Ojeongnonghyeopsageori,126.8048,37.52693,,,
2100022200,도로교차점,증흥고사거리,N,Jeungheunggosageori,126.76948,37.50743,,,보완
2100024000,도로교차점,중원초교사거리,N,Jungwonchogyosageori,126.76446,37.51089,,,보완
2120008900,도로교차점,세창리베하우스앞,Y,Sechangnibehauseuap,126.8062,37.53321,,,보완
2100013801,도로교차점,경찰서삼거리3,Y,Gyeongchalseosamgeori3,126.77651,37.50149,,2007-07-11,보완
2120007300,도로교차점,고리울삼거리,Y,Goriulsamgeori,126.81605,37.52952,,,
2100023300,도로교차점,세계애견파크,N,Segyeaegyeonpakeu,126.74852,37.51025,,,
2100023200,도로교차점,동양덱스빌아파트,N,Dongyangdekseubil Apt.,126.74937,37.51014,,,
2100022100,도로교차점,영광삼거리,N,Yeonggwangsamgeori,126.75619,37.50729,,,
2100005400,도로교차점,농협사거리2,N,Nonghyeopsageori2,126.81045,37.48806,,,보완
2110008700,도로교차점,시온삼거리,N,Sionsamgeori,126.80573,37.47227,,,
2220045000,도로시종점,남양주종합촬영소,N,Namyangjujonghapchwaryeongso,127.32842,37.6016,,,
2060008901,속성변화점,측도14,N,Cheukdo14,127.11099,37.34395,,2007-06-09,
2220051400,도로시종점,묘적사입구,N,Myojeoksaipgu,127.26091,37.62277,,,
2220043600,행정경계,남양주시-구리시 행정경계7,N,Namyangju-si-Guri-si Haengjeonggyeonggye7,127.16812,37.5939,,,
2220043800,도로교차점,구리시계앞,N,Gurisigyeap,127.16863,37.59398,,,
2250006700,도로시종점,군포시환경 관리소,N,Gunposihwangyeong Gwalliso,126.91472,37.34433,,,
2100008900,도로교차점,부개2동대림빌라1,N,Bugae2Dongdaerimbilla1,126.74177,37.49388,,,
2040019201,속성변화점,측도15,N,Cheukdo15,127.12804,37.46635,,2007-06-09,
2280074500,행정경계,농협하나로클럽앞2,N,Nonghyeopanarokeulleobap2,127.10463,37.33822,,,
2220051300,도로교차점,율석리입구,N,Yulseongniipgu,127.21201,37.61962,,,
2220003304,도로교차점,도곡IC(북서측)1,N,DogokIC(Bukseocheuk)1,127.22476,37.57319,2220003300,2007-06-16,
2220038801,도로교차점,도곡IC(북동측)1,N,DogokIC(Bukdongcheuk)1,127.22662,37.57381,2220038800,2007-06-16,
2220003300,도로교차점,도곡IC(북서측),N,DogokIC(Bukseocheuk),127.22469,37.5731,,,
2220038800,도로교차점,도곡IC(북동측),N,DogokIC(Bukdongcheuk),127.22672,37.5738,,,
2250006000,속성변화점,당정 푸르지오,N,Dangjeong Pureujio,126.95044,37.34267,,,
2060043800,도로교차점,고주몽,Y,Gojumong,127.12541,37.4049,,,
2250011100,속성변화점,신한애자,N,Sinhanaeja,126.95786,37.35503,,,
2250007000,속성변화점,신산본 자이2차,N,Sinsanbon Jai2-cha,126.95429,37.34564,,,
2250013800,도로교차점,군포 청소년 수련관,N,Gunpo Cheongsonyeon Suryeongwan,126.93445,37.36014,,,
2220003901,도로교차점,초대교회앞,N,Chodaegyohoeap,127.22489,37.58995,,,
2220003900,도로교차점,동부센트레빌입구,Y,Dongbusenteurebiripgu,127.22454,37.58903,,,
2220006700,도로교차점,도농교,N,Dononggyo,127.17263,37.61338,,,104_도농교
2220045700,도로시종점,말미가든앞,N,Malmigadeunap,127.1943,37.60524,,,
2320012300,도로교차점,풍무고등학교앞,N,Pungmugodeunghakgyoap,126.71795,37.60409,,,
2320011100,속성변화점,양도초교앞,N,Yangdochogyoap,126.71936,37.60244,,,어린이보호구역
2250011000,도로교차점,신라테크노빌,Y,Silla Technobil,126.94949,37.35502,,,
2060037200,도로교차점,TMAXRD센터,N,TMAXRDSenteo,127.12127,37.38608,,,
2220039900,도로교차점,두산위브입구,N,Dusanwibeuipgu,127.21693,37.57973,,,
2220000800,도로시설물,봉안터널,N,Bonganteoneol,127.28239,37.53022,,,봉안대교 종점과 같음
2320001201,IC및JC,김포IC진입,N,GimpoICJinip,126.77277,37.59908,,,
2320001200,IC및JC,김포IC진출,N,GimpoICJinchul,126.77268,37.599,,,
2040011200,도로교차점,복정어린이집앞1,N,Bokjeongeorinijibap1,127.12892,37.4541,,,
2320024600,도로교차점,무료주차장앞2,N,Muryojuchajangap2,126.55649,37.62546,,,
2250005100,도로교차점,대야빌라1,N,Daeyabilla1,126.91713,37.33289,,,
2060047800,도로교차점,돌마초교앞,Y,Dolmachogyoap,127.1287,37.40858,,,
2060045200,도로교차점,궁예성,N,Gungyeseong,127.12539,37.40594,,,
2060004101,IC및JC,판교IC진출,N,PangyoICJinchul,127.1011,37.39541,2060004100,2007-06-11,
2060004100,IC및JC,판교IC진입,N,PangyoICJinip,127.10093,37.39534,,,
2250004600,도로교차점,SK군포 터미널,N,SKGunpo Teomineol,126.93477,37.33,,,
2220044300,도로교차점,가운동사거리,Y,Gaundongsageori,127.17342,37.59475,,,
2220044700,도로교차점,가운동사거리1,Y,Gaundongsageori1,127.17346,37.59535,,,
2220044400,도로교차점,가운동사거리2,N,Gaundongsageori2,127.17406,37.59475,,,
2220046300,도로교차점,빙그레곱창,N,Binggeuregopchang,127.15237,37.60656,,,
2060023701,속성변화점,측도16,N,Cheukdo16,127.10533,37.37022,,2007-06-09,
2320009900,도로시종점,김포TG앞,N,GimpoTGAp,126.76683,37.59132,,,
2320010000,속성변화점,신곡1교앞,N,Singok1Gyoap,126.76603,37.59173,,,높이제한
2320010100,도로시설물,신곡1교1,N,Singok1Gyo1,126.76544,37.59204,,,
2320010200,도로교차점,신곡1교2,N,Singok1Gyo2,126.76519,37.59218,,,104_신곡1교
2060018001,속성변화점,측도17,N,Cheukdo17,127.1408,37.36643,,2007-06-09,
2220043100,속성변화점,와부보건지소앞,N,Wabubogeonjisoap,127.23,37.58988,,,높이제한(표지판없음)/철도고가
2220046500,속성변화점,도농역앞1,N,Donongyeogap1,127.15713,37.60669,,,높이제한
2220046400,속성변화점,도농역앞2,N,Donongyeogap2,127.15698,37.60669,,,높이제한
2220048500,도로시종점,해비치주차장입구,N,Haebichijuchajangipgu,127.28837,37.6107,,,
2220005000,도로교차점,석실교차로,N,Seoksilgyocharo,127.21581,37.59863,,,KOTI원본에서추출(내업)
2220044800,속성변화점,석실교차로앞,N,Seoksilgyocharoap,127.2138,37.59723,,,높이제한(고압선전로)
2320018100,도로시종점,에이엔피테크놀로지앞,N,Eienpitekeunollojiap,126.75152,37.61879,,,
2240038700,행정경계,서울-광명 경계14,N,Seoul-Gwangmyeong Gyeonggye14,126.8134,37.45922,,,
2060036500,도로교차점,정가네볼테기,N,Jeongganeboltegi,127.1205,37.38553,,,
2040009500,도로교차점,동광사,N,Donggwangsa,127.15286,37.44793,,,
2220039300,도로교차점,한강우성아파트앞,N,Hanganguseongapateuap,127.2215,37.57651,,,
2220042500,도로시설물,시우1교1,N,Siu1Gyo1,127.29325,37.58691,,,
2220042400,도로시설물,시우1교,N,Siu1Gyo,127.2935,37.58678,,,
2060015100,도로교차점,타워펠리스,Y,Tawopelliseu,127.10717,37.36345,,,
2220005400,도로교차점,이패2교앞,N,Ipae2Gyoap,127.19354,37.60212,,,
2250005200,도로교차점,전원빌라,N,Jeonwonbilla,126.91602,37.33316,,,
2250005300,도로교차점,현대아이파크1,N,Hyeondaeaipakeu1,126.91504,37.33383,,,
2040004500,속성변화점,사송공영차고지앞,N,Sasonggongyeongchagojiap,127.11513,37.41557,,,
1660000600,도로교차점,송내IC입구,N,SongnaeICIp-gu,126.74995,37.48407,,,
2220043900,도로교차점,가운동사거리3,N,Gaundongsageori3,127.17332,37.59415,,,
2220044000,도로교차점,가운동사거리4,N,Gaundongsageori4,127.17267,37.59463,,,
2240038900,행정경계,부천_시흥경계2,N,Bucheon_Siheunggyeonggye2,126.78298,37.47201,,,
2060035900,도로교차점,포스데이타,N,Posdata,127.11972,37.38497,,,
2180031700,도로시설물,별빛현대청구7단지앞,N,Byeolbityeondaecheonggu7Danjiap,126.82888,37.63506,,,
2180010201,도로교차점,국민은행고양동지점앞,N,Gungmineunhaenggoyangdongjijeomap,126.90186,37.70182,,,
2190022300,도로교차점,현대밀레니엄아파트앞,Y,Hyeondaemillenieomapateuap,126.77098,37.6626,,,
2410011300,도로교차점,천주교후곡교회앞,N,Cheonjugyohugokgyohoeap,126.76244,37.68003,,,
2180032100,도로교차점,하나은행앞2,N,Hanaeunhaengap2,126.83108,37.63554,,,
2320030000,도로시설물,계양천교북측,N,Gyeyangcheongyobukcheuk,126.70685,37.64142,,,
2190026400,도로교차점,저동고교앞,N,Jeodonggogyoap,126.7791,37.67018,,,
2320031700,도로교차점,현대홈타운앞1,N,Hyeondaehomtaunap1,126.66422,37.64666,,,
2210005201,IC및JC,사로IC11,N,SaroIC11,127.13798,37.64155,2210005200,2007-06-15,
2210004500,IC및JC,사로IC12,N,SaroIC12,127.13995,37.64083,,,
2210004300,IC및JC,사로IC13,N,SaroIC13,127.14012,37.6401,,,
2210005200,도로교차점,사로IC14,N,SaroIC14,127.13799,37.64166,,,
2210004301,IC및JC,사로IC,N,SaroIC,127.13998,37.64009,2210004300,2007-06-15,
2410024400,도로교차점,덕이초교앞,Y,Deogichogyoap,126.74645,37.69278,,,
2320007001,IC및JC,도사교차로3,N,Dosagyocharo3,126.60686,37.68497,,,
2320031500,속성변화점,고창초교,N,Gochangchogyo,126.67461,37.64417,,,어린이보호구역
2320024200,속성변화점,수남초교입구,N,Sunamchogyoipgu,126.58929,37.62516,,,어린이보호구역
2320027800,속성변화점,대벽보건진료소앞,N,Daebyeokbogeonjillyosoap,126.58767,37.62949,,,어린이보호구역
2320005401,도로교차점,양촌면사무소앞,N,Yangchonmyeonsamusoap,126.62312,37.65651,,,
2410003800,도로교차점,한국건설기술연구원앞,Y,Hangukgeonseolgisuryeonguwonap,126.74024,37.66896,,,
2190021800,도로교차점,경기도고양교육청앞,Y,Gyeonggidogoyanggyoyukcheongap,126.77136,37.6622,,,
2180035100,속성변화점,홍도동사무소앞,N,Hongdodongsamusoap,126.85446,37.64536,,,
2210003901,도로교차점,갈매동사무소앞교차로,N,Galmaedongsamusoapgyocharo,127.11559,37.63496,,,
2210003900,도로교차점,담터 3거리 입구,Y,Damteo 3Geori Ipgu,127.11805,37.63784,,,
2320032300,도로시설물,청송교1,N,Cheongsonggyo1,126.66966,37.64986,,,
2350079500,도로교차점,광적농협하나로마트입구,N,Gwangjeongnonghyeopanaromateuipgu,126.98323,37.82644,,,
2350078900,도로교차점,광적농협하나로마트앞,N,Gwangjeongnonghyeopanaromateuap,126.98356,37.82605,,,
2350078300,도로교차점,양주종합건재앞,N,Yangjujonghapgeonjaeap,126.98388,37.82558,,,
2220011803,도로교차점,평내초교입구1,N,Pyeongnaechogyoipgu1,127.23645,37.64938,,,103_어린이보호구역
2220096900,도로시종점,비전힐스CC주차장,N,BijeonhilseuCCJuchajang,127.26591,37.6466,,,비전힐스골프장앞종점
2350100400,도로교차점,봉암리사무소앞,N,Bongamnisamusoap,127.00767,37.90829,,,
2220053000,도로교차점,남양주양병원앞,N,Namyangjuyangbyeongwonap,127.20517,37.63381,,,
2350005404,도로시설물,무명교27,N,Mumyeonggyo27,127.04907,37.82212,,,
2350005405,도로시설물,무명교12,N,Mumyeonggyo12,127.04929,37.82246,,,
2350005403,도로교차점,덕계저수지입구,Y,Deokgyejeosujiipgu,127.04891,37.82188,,,
2220009517,IC및JC,사능IC1,N,SaneungIC1,127.19519,37.64937,2220009500,2007-06-18,
2220009500,IC및JC,사능IC,N,SaneungIC,127.19524,37.64929,,,
2350073300,도로시종점,덕계중교입구,N,Deokgyejunggyoipgu,127.04905,37.81619,,,
2350094800,도로교차점,대명빌라앞,N,Daemyeongbillaap,127.06411,37.84686,,,
2220061900,도로교차점,평내중교앞,N,Pyeongnaejunggyoap,127.23769,37.64853,,,
2350007804,속성변화점,어린이보호구역7,N,Eorinibohoguyeok7,126.98893,37.86886,,,
2350012000,행정경계,양주-연천 행정경계,N,Yangju-Yeoncheon Haengjeonggyeonggye,127.00126,37.93329,,,
2350007901,속성변화점,어린이보호구역8,N,Eorinibohoguyeok8,127.0235,37.86529,,,
2220012803,도로교차점,용신초교앞,N,Yongsinchogyoap,127.17183,37.66136,,,어린이보호구역
2220064000,도로시종점,남양주공고앞,N,Namyangjugonggoap,127.3335,37.65291,,,
2350001001,도로교차점,장흥육교앞1,Y,Jangheungyukgyoap1,126.93983,37.71604,,,
2350002500,도로교차점,주내삼거리,Y,Junaesamgeori,127.04618,37.7805,,,
2350076400,도로교차점,광적면사무소1,N,Gwangjeongmyeonsamuso1,126.98346,37.82415,,,
2350078000,도로교차점,현대해상입구,N,Hyeondaehaesangipgu,126.98404,37.82514,,,
2350099700,도로교차점,남면사무소앞,N,Nammyeonsamusoap,126.97665,37.89863,,,
2350098000,도로시종점,무궁화농장앞,N,Mugunghwanongjangap,127.02895,37.87583,,,
2220061800,도로교차점,평내동주민자치센터앞,N,Pyeongnaedongjuminjachisenteoap,127.23649,37.64834,,,
2220052600,도로교차점,금곡동사무소앞,N,Geumgokdongsamusoap,127.20552,37.63236,,,
2350064300,도로시설물,신지교2,N,Sinjigyo2,126.99082,37.78436,,,
2350064200,도로시설물,신지교,N,Sinjigyo,126.99096,37.78423,,,
2220063200,도로시종점,희망아파트앞2,N,Huimangapateuap2,127.23439,37.65105,,,
2220053700,도로교차점,고물상앞,N,Gomulsangap,127.20639,37.63602,,,
2220052300,도로교차점,거환아파트입구,N,Geohwanapateuipgu,127.20258,37.62957,,,103_어린이보호구역
2220054200,도로시종점,두성주택앞,N,Duseongjutaegap,127.20687,37.63656,,,
2220097300,속성변화점,천마초교앞,N,Cheonmachogyoap,127.28129,37.65674,,,어린이보호구역
2350005903,속성변화점,롯데마트출구1,N,Rotdemateuchulgu1,127.05322,37.82755,,,
2350072400,도로시설물,무명교13,N,Mumyeonggyo13,127.05202,37.81323,,,
2350073900,도로교차점,대성연립앞,N,Daeseongyeollibap,127.04718,37.81874,,,
2350074600,도로교차점,덕계동한주아파트앞,N,Deokgyedonghanjuapateuap,127.04364,37.82147,,,
2350075100,도로교차점,회천2동사무소앞,N,Hoecheon2Dongsamusoap,127.04337,37.8221,,,
2350075200,도로시설물,덕계교1,N,Deokgyegyo1,127.0445,37.82241,,,
2350075300,도로시설물,덕계교,N,Deokgyegyo,127.04477,37.82248,,,
2350077700,도로시종점,덕계저수지앞,N,Deokgyejeosujiap,127.04104,37.82496,,,
2350073700,도로교차점,금광아파트앞,N,Geumgwangapateuap,127.04993,37.81833,,,
2350081800,속성변화점,차선수1,N,Chaseonsu1,127.05698,37.82913,,,
2350085100,도로교차점,훼미리마트앞4,N,Hwemirimateuap4,127.06734,37.83182,,,
2350065200,도로교차점,태영아파트앞,N,Taeyeongapateuap,126.99212,37.78681,,,
2350066300,도로교차점,호암빌라앞,N,Hoambillaap,126.99128,37.79472,,,
2350062600,도로시종점,은봉초교입구,N,Eunbongchogyoipgu,126.98199,37.78105,,,
2350074900,도로시설물,마개미1교1,N,Magaemi1Gyo1,127.0565,37.82186,,,
2350074800,도로시설물,마개미1교,N,Magaemi1Gyo,127.05628,37.82186,,,
2350074500,도로시종점,서울우유제1공장앞,N,Seouruyuje1Gongjangap,127.0579,37.82125,,,
2350003202,도로교차점,방아교앞삼거리,N,Bangagyoapsamgeori,127.00459,37.79159,,,
2350071400,도로시설물,외치교1,N,Oechigyo1,127.05583,37.81192,,,
2350071500,도로시설물,외치교,N,Oechigyo,127.05596,37.81202,,,
2350072600,도로시종점,도둔초교앞,N,Dodunchogyoap,127.0564,37.81373,,,
2350071600,속성변화점,어린이보호구역9,N,Eorinibohoguyeok9,127.05584,37.81215,,,
2350000300,도로교차점,송추교앞,N,Songchugyoap,126.96727,37.7127,,,위치가틀림(서울청데이터와중복
2350079100,도로교차점,순복음행복한교회입구,N,Sunbogeumhaengbokangyohoeipgu,126.98285,37.82613,,,
2350079000,도로교차점,순복음행복한교회앞,N,Sunbogeumhaengbokangyohoeap,126.98269,37.82606,,,
2350079700,도로교차점,한경길춘천닭갈비앞2,N,Hangyeonggilchuncheondakgalbiap2,126.98154,37.82675,,,
2380004201,IC및JC,전곡교가,N,Jeongokgyo-ga,127.06535,38.02941,,,
2380008801,도로시설물,대광교남단,N,Daegwanggyonamdan,127.09702,38.14999,,,
2360006400,도로교차점,포천대교앞,N,Pocheondaegyoap,127.2027,37.89254,,,
2360012701,도로교차점,고일2리,N,Goil2Ri,127.19103,37.95675,,,
2360009601,도로교차점,독곡마을입구,N,Dokgongmaeuripgu,127.22602,37.93217,,,
2360016700,도로시설물,신진군교,N,Sinjingungyo,127.15359,38.01572,,,
2360016401,도로교차점,영평4리,N,Yeongpyeong4Ri,127.21039,38.01733,,,
2380002400,도로시설물,신백의교(서측),N,Sinbaeguigyo(Seocheuk),127.14356,38.01761,,,
2360016800,행정경계,신백의교(동측),N,Sinbaeguigyo(Dongcheuk),127.14569,38.01712,,,포천시>연천군 경계
2360016600,IC및JC,고소섬리마을연결로1,N,Gososeomnimaeuryeongyeollo1,127.14769,38.01665,,,
2360016500,IC및JC,고소섬리마을연결로2,N,Gososeomnimaeuryeongyeollo2,127.15146,38.01581,,,
2360019400,도로시설물,영노교(끝),N,Yeongnogyo(Kkeut),127.20373,38.06765,,,
2360019200,도로시설물,영노교(시작),N,Yeongnogyo(Sijak),127.20393,38.06749,,,
2360017201,도로시설물,옥병교(서측),N,Okbyeonggyo(Seocheuk),127.1706,38.02155,,,
2360022503,도로교차점,대림농장,N,Daerimnongjang,127.21143,38.11058,,,
2360020700,도로시설물,문암교(남단),N,Munamgyo(Namdan),127.26562,38.08905,,,
2390009600,도로시설물,상천교,N,Sangcheongyo,127.44752,37.76883,,,
2390019001,도로교차점,명지산입구,N,Myeongjisanipgu,127.48976,37.93563,,,
2390019700,도로교차점,명화교앞,N,Myeonghwagyoap,127.45854,37.96971,,,
2360021103,도로교차점,약사계곡입구,N,Yaksagyegogipgu,127.39023,38.077,,,
2390008400,도로교차점,상천리입구,N,Sangcheolliipgu,127.50851,37.73951,,,
2390013600,도로시설물,경강대교,N,Gyeonggangdaegyo,127.52194,37.82517,,,
2390013500,도로시설물,가평2교 2,N,Gapyeong2Gyo 2,127.52143,37.8248,,,
2390013200,도로시설물,가평2교 1,N,Gapyeong2Gyo 1,127.51858,37.82335,,,
2390012400,도로교차점,가평고교입구,N,Gapyeonggogyoipgu,127.51459,37.81745,,,
2390012200,도로교차점,가평하수종말처리장,N,Gapyeonghasujongmalcheorijang,127.51463,37.81698,,,
2390016600,도로교차점,청송마을입구1,N,Cheongsongmaeuripgu1,127.52717,37.87629,,,
2390015000,도로시설물,계량교(남),N,Gyeryanggyo(Nam),127.50668,37.83944,,,
1690003500,도로시설물,군검문소,N,Gungeommunso,126.39865,37.78269,,,
1690003400,도로교차점,이강삼거리,N,Igangsamgeori,126.39958,37.78193,,,
1690008900,도로교차점,신정리삼거리,N,Sinjeongnisamgeori,126.51353,37.7263,,,
1690007700,도로교차점,화도돈대입구,N,Hwadodondaeipgu,126.51935,37.69017,,,구축외
2340010600,도로교차점,경인IC사거리,N,GyeonginICSageo-ri,127.26106,37.40643,,,
2340012600,도로교차점,벌원교차로,N,Beorwongyocharo,127.24824,37.41789,,,
2340010300,도로교차점,쌍령교앞앞,N,Ssangnyeonggyoapap,127.26442,37.40598,,,
2340012000,도로교차점,파발교상단,N,Pabalgyosangdan,127.25694,37.41448,,,
2340011900,도로교차점,송정교북단사거리,N,Songjeonggyobukdansageori,127.25699,37.41377,,,
2400020800,도로교차점,중미산삼거리,N,Jungmisansamgeori,127.45798,37.57941,,,
